L_F1,L_F2,L_F3,L_F4,L_F5,L_Ax,L_Ay,L_Az,L_Gx,L_Gy,L_Gz,R_F1,R_F2,R_F3,R_F4,R_F5,R_Ax,R_Ay,R_Az,R_Gx,R_Gy,R_Gz
203.0,0.0,0.0,13.0,0.0,-0.53,0.84,-0.11,-2.31,-0.61,-3.23,0.0,16.0,0.0,0.0,0.0,-2.59,-5.57,-4.92,-13.97,29.29,6.46
201.0,0.0,0.0,12.0,0.0,-0.56,0.93,-0.21,-6.89,6.89,3.41,0.0,22.0,0.0,0.0,0.0,-2.55,-5.69,-5.01,21.72,17.88,9.52
192.0,0.0,0.0,14.0,0.0,-0.6,1.03,-0.3,-18.85,12.81,12.14,0.0,21.0,0.0,0.0,0.0,-2.57,-5.65,-5.0,-11.84,44.73,9.15
202.0,0.0,0.0,15.0,0.0,-0.62,1.09,-0.37,-19.83,23.31,23.37,0.0,22.0,0.0,0.0,0.0,-2.6,-5.89,-5.11,21.66,9.15,26.85
202.0,0.0,0.0,49.0,0.0,-0.63,1.15,-0.46,-25.2,40.34,39.0,0.0,24.0,0.0,0.0,0.0,-2.57,-5.58,-4.74,-2.56,38.45,27.64
192.0,0.0,0.0,153.0,0.0,-0.7,1.26,-0.58,-39.06,55.6,54.8,0.0,24.0,0.0,0.0,0.0,-2.68,-5.8,-5.01,-41.8,8.6,3.35
186.0,0.0,0.0,114.0,0.0,-0.73,1.39,-0.62,-66.46,63.78,67.38,0.0,28.0,0.0,0.0,0.0,-2.93,-6.11,-4.95,7.08,-35.09,15.07
179.0,0.0,0.0,114.0,0.0,-0.72,1.29,-0.64,-109.86,62.8,83.06,0.0,24.0,0.0,0.0,0.0,-2.72,-6.18,-5.05,-13.91,9.46,-25.26
200.0,0.0,0.0,115.0,0.0,-0.77,1.38,-0.65,-133.91,82.39,110.29,0.0,23.0,0.0,0.0,0.0,-2.33,-5.83,-5.0,-25.63,49.19,-46.69
186.0,0.0,0.0,116.0,0.0,-0.77,1.29,-0.62,-144.4,95.94,134.82,0.0,28.0,0.0,0.0,0.0,-2.22,-5.25,-4.87,-25.75,55.9,-37.53
162.0,0.0,0.0,101.0,0.0,-0.74,1.25,-0.56,-185.3,90.45,148.13,0.0,27.0,0.0,0.0,0.0,-2.33,-5.34,-5.01,1.89,13.61,4.57
160.0,0.0,0.0,115.0,0.0,-0.65,1.18,-0.55,-244.87,87.09,159.48,0.0,27.0,0.0,0.0,0.0,-2.59,-6.07,-5.02,15.68,-20.26,38.33
133.0,0.0,0.0,114.0,0.0,-0.57,1.06,-0.43,-298.95,88.56,163.63,0.0,28.0,0.0,0.0,0.0,-2.97,-6.47,-5.14,34.3,2.13,10.92
143.0,0.0,0.0,114.0,0.0,-0.63,0.93,-0.32,325.47,91.0,152.52,0.0,28.0,0.0,0.0,0.0,-2.91,-6.43,-5.13,80.87,-8.6,7.32
133.0,0.0,0.0,118.0,0.0,-0.68,0.81,-0.32,305.02,78.0,125.67,0.0,28.0,0.0,0.0,0.0,-2.72,-5.85,-4.92,58.16,33.56,-13.36
161.0,0.0,0.0,84.0,0.0,-0.58,0.73,-0.24,293.67,76.9,117.67,0.0,29.0,0.0,0.0,0.0,-2.48,-5.59,-4.67,24.1,49.62,-9.03
186.0,0.0,0.0,0.0,0.0,-0.55,0.7,-0.19,292.88,89.66,105.95,0.0,29.0,0.0,0.0,0.0,-2.33,-5.37,-4.63,-27.95,44.55,-9.82
177.0,0.0,0.0,0.0,0.0,-0.56,0.6,-0.09,303.62,103.33,83.25,0.0,27.0,0.0,0.0,0.0,-2.41,-5.27,-4.71,-17.51,-26.55,18.61
199.0,0.0,0.0,0.0,0.0,-0.37,0.53,0.11,323.52,108.03,73.91,0.0,23.0,0.0,0.0,0.0,-2.78,-5.69,-5.03,-7.14,-97.83,34.3
205.0,0.0,0.0,0.0,0.0,-0.65,0.51,0.22,-269.83,138.54,48.27,0.0,28.0,0.0,0.0,0.0,-2.95,-6.27,-5.24,5.92,-97.59,41.93
204.0,0.0,0.0,7.0,0.0,-0.69,0.54,0.46,-214.72,152.95,52.42,0.0,29.0,0.0,0.0,0.0,-2.97,-6.44,-5.25,43.57,-65.55,15.86
159.0,0.0,0.0,9.0,0.0,-0.72,0.65,0.75,-167.96,132.38,57.37,0.0,28.0,0.0,0.0,0.0,-2.88,-6.3,-5.32,75.98,-78.79,9.7
131.0,0.0,0.0,0.0,0.0,-0.85,0.61,0.9,-121.82,120.11,78.67,0.0,24.0,0.0,0.0,0.0,-2.73,-5.85,-5.1,69.7,-41.07,-11.04
130.0,0.0,0.0,65.0,0.0,-0.94,0.67,1.16,-145.93,62.07,93.2,0.0,28.0,0.0,0.0,0.0,-2.56,-5.44,-4.85,10.49,22.46,-17.45
106.0,0.0,0.0,84.0,0.0,-0.92,0.67,1.22,-160.03,-4.21,122.92,0.0,28.0,0.0,0.0,0.0,-2.5,-5.33,-4.55,-48.15,62.8,-1.03
129.0,0.0,0.0,97.0,0.0,-0.84,0.58,1.26,-155.7,-74.27,169.31,0.0,29.0,0.0,0.0,0.0,-2.56,-5.78,-4.6,-74.09,41.01,19.89
148.0,0.0,8.0,131.0,0.0,-0.77,0.32,0.83,-98.44,-131.4,235.22,0.0,28.0,0.0,0.0,0.0,-2.5,-6.2,-4.72,-57.06,35.88,10.37
107.0,0.0,0.0,131.0,0.0,-0.59,-0.02,0.39,-74.82,-184.99,295.47,0.0,28.0,0.0,0.0,0.0,-2.55,-6.44,-5.29,-41.07,-25.45,-20.87
121.0,0.0,0.0,98.0,0.0,0.06,-0.15,0.11,-103.08,-217.04,-298.61,0.0,21.0,0.0,0.0,0.0,-2.41,-6.37,-5.47,5.12,-51.51,-30.57
177.0,0.0,0.0,0.0,0.0,0.22,-0.98,-0.34,-136.53,-234.43,-308.32,0.0,28.0,0.0,0.0,0.0,-2.31,-5.69,-5.46,28.5,-51.2,-39.97
178.0,0.0,0.0,0.0,0.0,0.71,-1.39,-0.45,-252.5,-221.8,-314.42,0.0,28.0,0.0,0.0,0.0,-2.44,-5.4,-5.39,35.09,-15.19,3.6
0.0,0.0,0.0,79.0,0.0,0.84,-1.85,-0.37,286.96,-175.78,214.96,0.0,23.0,0.0,0.0,0.0,-2.27,-5.82,-5.25,59.75,-2.86,12.87
0.0,0.0,0.0,96.0,0.0,0.25,-2.73,0.04,242.28,-166.44,-28.86,0.0,24.0,0.0,0.0,0.0,-2.37,-5.65,-4.84,47.97,-4.82,25.69
0.0,0.0,0.0,87.0,0.0,-0.13,-2.89,0.18,-229.79,-146.78,-180.96,0.0,24.0,0.0,0.0,0.0,-2.46,-5.74,-5.02,5.67,33.93,33.38
134.0,0.0,0.0,48.0,0.0,-0.09,-1.94,-0.06,96.92,-24.71,-250.85,0.0,29.0,0.0,0.0,0.0,-2.54,-5.84,-5.02,-28.38,85.2,14.58
242.0,0.0,0.0,0.0,0.0,-0.15,-1.13,-0.22,288.39,90.75,-325.92,0.0,28.0,0.0,0.0,0.0,-2.6,-5.96,-4.94,11.35,59.38,20.2
220.0,0.0,0.0,77.0,0.0,-0.43,-0.02,-0.02,-264.13,139.89,256.5,0.0,29.0,0.0,0.0,0.0,-2.52,-5.76,-4.98,-63.53,110.35,2.44
230.0,0.0,0.0,82.0,0.0,-0.42,0.64,0.02,-208.22,148.01,258.94,0.0,29.0,0.0,0.0,0.0,-2.7,-6.04,-5.02,-4.27,71.47,12.26
187.0,0.0,0.0,77.0,0.0,-0.78,1.6,0.05,-215.3,139.22,-292.48,0.0,29.0,0.0,0.0,0.0,-2.6,-5.96,-5.03,28.86,26.91,10.55
76.0,0.0,0.0,97.0,0.0,-1.33,2.21,0.44,205.44,98.69,-63.35,0.0,29.0,0.0,0.0,0.0,-2.57,-5.67,-4.96,-23.19,26.97,16.05
105.0,0.0,0.0,166.0,0.0,-1.25,2.22,0.83,-193.96,-53.4,129.02,0.0,28.0,0.0,0.0,0.0,-2.65,-5.93,-5.11,8.23,-26.3,16.05
130.0,0.0,0.0,169.0,0.0,-1.21,1.34,0.28,133.33,-167.29,217.65,0.0,23.0,0.0,0.0,0.0,-2.47,-5.9,-5.2,-7.44,26.55,7.01
242.0,0.0,0.0,84.0,0.0,-0.58,0.05,-0.01,130.1,-116.27,291.07,0.0,24.0,0.0,0.0,0.0,-2.42,-5.63,-4.84,-10.68,47.42,27.7
230.0,0.0,0.0,0.0,0.0,-0.07,-1.09,0.29,191.68,-75.13,-306.37,0.0,22.0,0.0,0.0,0.0,-2.29,-5.93,-5.25,-42.96,96.49,14.83
34.0,0.0,0.0,86.0,0.0,0.0,-2.17,0.25,284.15,-27.89,210.63,3.0,22.0,0.0,0.0,0.0,-2.47,-6.14,-5.03,-44.55,157.4,-8.91
60.0,0.0,0.0,0.0,0.0,-0.05,-3.13,0.98,-154.96,-19.28,-58.16,21.0,23.0,0.0,0.0,0.0,-2.67,-6.49,-5.25,-23.31,79.89,14.77
104.0,0.0,0.0,12.0,0.0,-0.37,-2.94,0.74,214.17,61.34,-174.13,27.0,23.0,0.0,0.0,0.0,-3.09,-5.92,-4.21,1.22,5.55,10.0
