L_F1,L_F2,L_F3,L_F4,L_F5,L_Ax,L_Ay,L_Az,L_Gx,L_Gy,L_Gz,R_F1,R_F2,R_F3,R_F4,R_F5,R_Ax,R_Ay,R_Az,R_Gx,R_Gy,R_Gz
0.0,170.0,0.0,78.0,0.0,0.05,0.69,-0.73,-1.34,-0.36,-1.7,22.0,12.0,0.0,0.0,0.0,3.66,-2.59,-6.49,69.58,-9.09,-11.23
0.0,178.0,0.0,21.0,0.0,0.05,0.68,-0.74,1.34,5.67,-2.99,57.0,9.0,0.0,0.0,0.0,3.67,-2.59,-6.58,41.99,-3.29,10.8
0.0,170.0,0.0,21.0,0.0,0.04,0.68,-0.74,4.69,11.65,-4.88,0.0,7.0,0.0,0.0,0.0,3.76,-2.61,-6.35,-11.96,12.57,5.85
0.0,170.0,0.0,132.0,0.0,0.02,0.72,-0.68,2.25,2.5,-4.57,0.0,9.0,0.0,0.0,0.0,4.35,-2.76,-6.63,13.42,12.81,6.89
0.0,180.0,0.0,140.0,0.0,0.06,0.79,-0.73,-0.06,1.28,2.56,0.0,8.0,0.0,0.0,0.0,3.75,-2.53,-6.25,9.52,18.37,2.68
0.0,183.0,0.0,141.0,0.0,0.1,0.89,-0.86,-4.21,10.19,14.22,0.0,7.0,0.0,0.0,0.0,3.78,-2.74,-6.52,16.17,12.39,3.66
0.0,182.0,0.0,155.0,0.0,0.11,1.02,-1.0,-8.36,22.03,27.28,0.0,9.0,0.0,0.0,0.0,3.71,-2.48,-6.57,3.72,31.31,48.76
0.0,190.0,0.0,152.0,0.0,0.17,1.16,-1.12,-23.68,40.03,40.46,0.0,10.0,0.0,0.0,0.0,3.7,-2.47,-6.19,-40.95,13.67,10.25
0.0,184.0,0.0,152.0,0.0,0.13,1.13,-1.19,-54.93,59.87,56.64,0.0,9.0,0.0,0.0,0.0,3.79,-2.68,-6.45,-22.15,16.41,10.19
0.0,183.0,0.0,152.0,0.0,0.14,1.1,-1.26,-73.24,87.95,69.21,0.0,9.0,0.0,0.0,0.0,3.82,-2.77,-6.41,22.27,7.56,3.78
