L_F1,L_F2,L_F3,L_F4,L_F5,L_Ax,L_Ay,L_Az,L_Gx,L_Gy,L_Gz,R_F1,R_F2,R_F3,R_F4,R_F5,R_Ax,R_Ay,R_Az,R_Gx,R_Gy,R_Gz
285.0,0.0,0.0,102.0,0.0,-0.7,0.67,-0.19,-4.69,2.01,-1.34,27.0,0.0,0.0,0.0,0.0,-7.76,-9.0,-2.67,-17.67,286.68,-308.81
275.0,0.0,0.0,100.0,0.0,-0.7,0.66,-0.18,0.67,-2.38,5.18,37.0,0.0,0.0,0.0,0.0,-7.11,-8.91,-2.02,181.3,132.56,241.51
285.0,0.0,0.0,84.0,0.0,-0.67,0.62,-0.2,-5.0,-15.01,4.94,46.0,0.0,0.0,1.0,0.0,-7.38,-8.19,-1.48,-296.02,21.85,130.55
289.0,0.0,0.0,47.0,0.0,-0.74,0.7,-0.21,-4.63,1.95,7.62,61.0,0.0,0.0,8.0,0.0,-6.6,-6.96,-1.44,-217.28,-101.01,11.9
287.0,0.0,0.0,45.0,0.0,-0.68,0.61,-0.22,-2.38,12.2,11.59,57.0,0.0,0.0,15.0,0.0,-6.14,-5.82,-1.38,267.79,-208.12,-116.7
284.0,0.0,0.0,48.0,0.0,-0.71,0.66,-0.16,-4.15,10.8,6.1,57.0,0.0,0.0,26.0,0.0,-5.73,-4.35,-1.25,91.28,-67.01,-190.01
258.0,0.0,0.0,58.0,0.0,-0.72,0.63,-0.22,1.22,13.36,-0.97,60.0,0.0,0.0,21.0,0.0,-5.42,-3.84,-1.34,-130.77,-26.55,-241.15
247.0,0.0,0.0,103.0,0.0,-0.79,0.67,-0.12,-7.44,-7.56,-5.18,60.0,0.0,0.0,11.0,0.0,-5.02,-3.2,-1.16,-245.57,5.37,-210.21
258.0,0.0,0.0,104.0,0.0,-0.75,0.61,-0.15,6.83,-16.84,-2.5,57.0,0.0,0.0,0.0,0.0,-5.06,-2.7,-1.0,-242.71,-90.57,-124.58
270.0,0.0,0.0,115.0,0.0,-0.76,0.67,-0.16,12.69,-3.05,-0.73,56.0,0.0,0.0,2.0,0.0,-4.81,-2.67,-1.13,-65.89,-194.94,-67.69
271.0,0.0,1.0,115.0,0.0,-0.76,0.65,-0.17,-0.12,-20.01,-2.62,55.0,0.0,0.0,6.0,0.0,-4.66,-1.51,-1.88,23.16,-322.5,44.06
274.0,0.0,0.0,115.0,0.0,-0.72,0.6,-0.18,-0.3,-8.11,-5.31,50.0,0.0,0.0,6.0,0.0,-4.49,-0.83,-3.23,-179.66,290.68,160.94
274.0,0.0,0.0,116.0,0.0,-0.74,0.68,-0.17,-0.73,-1.95,-0.3,44.0,0.0,0.0,8.0,1.0,-4.48,-0.09,-3.16,-73.46,-179.26,240.47
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,34.0,0.0,0.0,12.0,0.0,-4.5,0.45,-3.04,82.98,-139.64,-217.44
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,33.0,0.0,0.0,3.0,0.0,-3.7,2.95,-4.22,-214.53,-100.28,158.29
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,37.0,1.0,0.0,21.0,0.0,-5.0,3.88,-7.13,215.27,-103.27,124.63
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,33.0,0.0,0.0,16.0,0.0,-6.53,3.68,-6.09,76.11,-47.72,-116.08
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,32.0,0.0,0.0,0.0,0.0,-7.69,1.68,-5.23,-111.38,220.15,-159.24
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,31.0,0.0,0.0,0.0,0.0,-9.25,0.28,-5.1,-303.25,303.52,121.88
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,28.0,0.0,0.0,0.0,0.0,-10.5,0.71,-5.26,-33.91,262.2,191.77
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,32.0,0.0,0.0,0.0,0.0,-11.49,0.81,-5.47,131.5,139.64,261.53
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,33.0,0.0,0.0,0.0,0.0,-10.82,0.49,-4.66,45.81,141.11,291.99
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,33.0,0.0,0.0,0.0,0.0,-10.91,-0.49,-3.87,-215.06,310.24,215.75
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,34.0,0.0,0.0,1.0,0.0,-11.54,-0.64,-3.26,-62.59,255.37,135.98
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,37.0,0.0,0.0,1.0,0.0,-10.48,-1.96,-2.4,295.75,50.47,35.64
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,37.0,0.0,0.0,1.0,0.0,-9.22,-1.26,-1.32,-238.4,-4.02,44.98
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,37.0,0.0,0.0,2.0,0.0,-8.63,-0.47,-0.41,126.13,137.93,69.15
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,37.0,0.0,0.0,6.0,1.0,-7.2,-1.15,-0.62,-169.04,224.24,7.44
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,39.0,0.0,0.0,12.0,0.0,-6.59,-1.96,-0.08,-263.34,178.16,4.94
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,37.0,0.0,0.0,12.0,0.0,-6.18,-2.15,-0.2,13.46,54.74,70.73
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,38.0,0.0,0.0,12.0,0.0,-4.96,-2.03,0.11,187.84,-75.56,189.75
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,37.0,0.0,0.0,8.0,0.0,-3.35,-2.34,0.95,-177.22,128.9,274.84
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,38.0,0.0,0.0,0.0,0.0,-2.39,-3.35,1.64,-318.6,-216.95,114.13
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,44.0,0.0,0.0,0.0,0.0,-3.91,-5.84,1.82,72.6,-247.41,-54.44
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,34.0,0.0,0.0,0.0,1.0,-4.86,-5.51,1.42,-83.43,219.84,53.71
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,44.0,0.0,0.0,0.0,0.0,-4.73,-4.78,1.42,240.29,-80.26,130.18
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,46.0,0.0,0.0,0.0,0.0,-4.15,-3.46,1.2,81.11,-173.15,146.24
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,45.0,0.0,0.0,0.0,0.0,-4.07,-2.83,1.03,-27.7,-321.77,130.55
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,45.0,0.0,0.0,0.0,0.0,-4.7,-2.21,0.49,-33.75,272.8,133.23
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,44.0,0.0,0.0,0.0,0.0,-4.51,-1.88,-0.24,-44.12,-315.79,196.53
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,46.0,0.0,0.0,0.0,0.0,-4.91,-1.54,-0.73,-23.43,-285.7,237.3
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,44.0,0.0,0.0,0.0,0.0,-4.54,-1.68,-1.16,101.25,-266.41,-325.53
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,44.0,0.0,0.0,0.0,0.0,-4.59,-1.26,-0.99,228.21,-242.24,-243.93
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,44.0,0.0,0.0,0.0,0.0,-4.64,-0.93,-0.68,238.58,-158.02,-140.78
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,44.0,0.0,0.0,0.0,0.0,-4.94,-0.61,-0.45,197.63,-91.0,2.17
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,43.0,0.0,0.0,0.0,2.0,-5.44,-1.0,-0.77,127.86,-80.38,127.78
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,39.0,0.0,0.0,0.0,0.0,-6.09,-1.63,-1.46,125.18,-73.05,252.23
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,39.0,0.0,0.0,0.0,0.0,-6.7,-2.18,-1.75,168.7,-120.42,-297.91
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,38.0,0.0,0.0,0.0,0.0,-7.07,-2.76,-1.94,254.15,-202.51,-198.91
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,33.0,0.0,0.0,0.0,0.0,-7.71,-2.96,-2.43,244.01,-159.6,-124.93
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,31.0,13.0,0.0,0.0,0.0,-7.99,-3.38,-2.87,112.79,-101.68,-102.23
276.0,0.0,0.0,116.0,0.0,-0.74,0.65,-0.17,0.18,-4.51,-6.04,31.0,21.0,0.0,0.0,0.0,-8.03,-4.35,-3.17,-20.38,-84.1,-116.21
