L_F1,L_F2,L_F3,L_F4,L_F5,L_Ax,L_Ay,L_Az,L_Gx,L_Gy,L_Gz,R_F1,R_F2,R_F3,R_F4,R_F5,R_Ax,R_Ay,R_Az,R_Gx,R_Gy,R_Gz
0.0,0.0,0.0,0.0,0.0,-0.58,0.8,-0.18,-0.12,0.85,0.79,0.0,9.0,0.0,0.0,0.0,-4.4,-7.24,-5.88,-290.28,295.83,-303.28
0.0,0.0,0.0,0.0,0.0,-0.57,0.79,-0.18,-0.54,-3.66,-5.0,0.0,10.0,0.0,0.0,0.0,-4.75,-7.83,-5.01,68.35,-232.45,321.62
0.0,0.0,0.0,0.0,0.0,-0.55,0.83,-0.19,-5.12,5.31,0.79,0.0,14.0,0.0,0.0,0.0,-4.9,-7.37,-5.75,236.87,302.97,296.42
0.0,0.0,0.0,0.0,0.0,-0.56,0.8,-0.19,-1.34,-1.15,-4.45,0.0,15.0,0.0,0.0,0.0,-5.19,-7.33,-4.59,167.78,149.47,327.61
0.0,0.0,0.0,0.0,0.0,-0.57,0.81,-0.18,0.91,5.67,0.79,0.0,14.0,0.0,0.0,0.0,-4.95,-7.17,-5.05,161.92,21.85,278.47
0.0,0.0,0.0,0.0,0.0,-0.59,0.82,-0.15,0.48,-6.28,-3.72,0.0,14.0,0.0,0.0,0.0,-5.05,-7.88,-5.1,-21.72,97.77,-33.48
0.0,0.0,0.0,0.0,0.0,-0.57,0.85,-0.23,-0.12,-9.7,4.76,0.0,14.0,0.0,0.0,0.0,-5.81,-7.77,-5.05,229.03,158.56,109.86
0.0,0.0,0.0,0.0,0.0,-0.54,0.76,-0.19,1.03,1.77,3.23,0.0,11.0,0.0,0.0,0.0,-6.29,-7.81,-4.34,-83.22,169.49,-240.3
0.0,0.0,0.0,0.0,0.0,-0.58,0.77,-0.19,-5.98,0.97,-1.83,0.0,21.0,0.0,0.0,0.0,-6.39,-8.41,-4.03,-235.38,91.85,182.52
0.0,0.0,0.0,0.0,0.0,-0.58,0.79,-0.18,-3.78,13.24,1.03,0.0,26.0,0.0,0.0,0.0,-6.24,-8.04,-3.32,-255.71,-71.41,96.21
0.0,0.0,0.0,0.0,0.0,-0.6,0.7,-0.11,12.2,10.92,4.21,0.0,20.0,0.0,0.0,0.0,-3.35,-2.07,-5.55,-231.32,275.14,89.93
0.0,0.0,0.0,0.0,0.0,-0.63,0.76,-0.13,24.41,13.48,6.89,0.0,16.0,0.0,0.0,0.0,-6.44,-5.7,-5.74,-157.77,-52.4,181.05
0.0,0.0,0.0,0.0,0.0,-0.74,0.95,-0.05,9.64,3.72,-1.22,0.0,0.0,0.0,0.0,0.0,-5.25,-3.96,-3.63,210.24,52.03,7.83
0.0,0.0,0.0,0.0,0.0,-0.64,0.91,-0.11,-4.08,-8.36,-3.29,0.0,0.0,0.0,0.0,0.0,-5.79,-5.16,-2.66,15.59,-114.8,128.19
0.0,0.0,0.0,0.0,0.0,-0.57,0.84,-0.17,-1.03,-4.39,2.19,0.0,0.0,0.0,0.0,0.0,-4.88,-3.25,-2.29,-32.99,302.83,315.63
0.0,0.0,0.0,0.0,0.0,-0.6,0.8,-0.16,-3.54,-4.45,-8.11,0.0,0.0,0.0,0.0,0.0,-4.92,-2.11,-1.77,98.79,-290.95,318.01
0.0,0.0,0.0,0.0,0.0,-0.59,0.75,-0.14,-9.64,-16.9,-11.96,0.0,0.0,0.0,0.0,0.0,-4.62,-1.73,-2.44,211.58,-182.25,-189.64
0.0,0.0,0.0,0.0,0.0,-0.58,0.82,-0.17,-6.04,-13.73,-3.29,0.0,0.0,0.0,0.0,0.0,-5.18,-1.78,-2.72,279.39,-116.94,-15.87
0.0,0.0,0.0,0.0,0.0,-0.57,0.79,-0.18,4.76,0.0,4.33,0.0,0.0,0.0,0.0,0.0,-5.2,-0.55,-2.89,-275.93,-196.22,120.17
0.0,0.0,0.0,0.0,0.0,-0.58,0.76,-0.18,-8.11,0.42,0.42,0.0,0.0,0.0,0.0,0.0,-5.33,-0.66,-3.0,-284.72,-178.58,184.93
0.0,0.0,0.0,0.0,0.0,-0.6,0.81,-0.18,-0.18,-1.89,7.08,0.0,0.0,0.0,0.0,0.0,-4.65,0.61,-2.92,232.33,-105.28,-279.21
0.0,0.0,0.0,0.0,0.0,-0.55,0.8,-0.24,-4.51,-3.11,1.52,0.0,4.0,0.0,0.0,0.0,-4.81,0.14,-2.98,201.81,-49.86,-157.07
0.0,0.0,0.0,0.0,0.0,-0.57,0.81,-0.2,-6.59,-0.18,-3.66,0.0,9.0,0.0,0.0,0.0,-4.91,0.71,-2.86,271.45,-59.08,0.7
0.0,0.0,0.0,0.0,0.0,-0.57,0.81,-0.2,-6.59,-0.18,-3.66,0.0,11.0,0.0,0.0,0.0,-5.36,0.43,-2.68,-325.43,-49.49,181.79
0.0,0.0,0.0,0.0,0.0,-0.57,0.81,-0.2,-6.59,-0.18,-3.66,0.0,11.0,0.0,0.0,0.0,-5.24,0.99,-2.47,287.45,-77.39,-327.51
0.0,0.0,0.0,0.0,0.0,-0.57,0.81,-0.2,-6.59,-0.18,-3.66,0.0,21.0,0.0,0.0,0.0,-4.66,1.76,-3.78,134.25,14.09,-139.83
0.0,0.0,0.0,0.0,0.0,-0.57,0.81,-0.2,-6.59,-0.18,-3.66,0.0,37.0,0.0,0.0,0.0,-5.47,1.95,-4.41,69.49,216.55,44.31
0.0,0.0,0.0,0.0,0.0,-0.57,0.81,-0.2,-6.59,-0.18,-3.66,0.0,50.0,0.0,0.0,0.0,-7.12,1.94,-5.11,191.31,217.65,86.97
0.0,0.0,0.0,0.0,0.0,-0.57,0.81,-0.2,-6.59,-0.18,-3.66,0.0,66.0,0.0,0.0,0.0,-7.26,0.9,-4.84,-313.17,148.68,40.28
0.0,0.0,0.0,0.0,0.0,-0.57,0.81,-0.2,-6.59,-0.18,-3.66,0.0,77.0,0.0,0.0,0.0,-7.25,0.13,-4.61,-55.66,81.72,74.15
0.0,0.0,0.0,0.0,0.0,-0.57,0.81,-0.2,-6.59,-0.18,-3.66,0.0,81.0,0.0,0.0,0.0,-8.28,-0.36,-3.77,120.48,-9.94,17.27
0.0,0.0,0.0,0.0,0.0,-0.57,0.81,-0.2,-6.59,-0.18,-3.66,0.0,44.0,0.0,0.0,0.0,-8.12,1.41,-5.43,94.78,29.17,-0.97
0.0,0.0,0.0,0.0,0.0,-0.57,0.81,-0.2,-6.59,-0.18,-3.66,0.0,32.0,0.0,0.0,0.0,-8.77,0.17,-6.08,249.32,31.67,-30.7
0.0,0.0,0.0,0.0,0.0,-0.57,0.81,-0.2,-6.59,-0.18,-3.66,0.0,37.0,0.0,0.0,0.0,-7.95,1.54,-5.99,-77.97,25.81,16.54
0.0,0.0,0.0,0.0,0.0,-0.57,0.81,-0.2,-6.59,-0.18,-3.66,0.0,20.0,0.0,0.0,0.0,-7.99,2.34,-5.5,-11.38,78.67,144.95
0.0,0.0,0.0,0.0,0.0,-0.57,0.81,-0.2,-6.59,-0.18,-3.66,0.0,14.0,0.0,0.0,0.0,-7.78,2.78,-5.39,-122.53,213.31,230.16
0.0,0.0,0.0,0.0,0.0,-0.57,0.81,-0.2,-6.59,-0.18,-3.66,0.0,5.0,0.0,0.0,0.0,-9.32,3.05,-4.91,-112.09,281.31,320.12
0.0,0.0,0.0,0.0,0.0,-0.57,0.81,-0.2,-6.59,-0.18,-3.66,0.0,0.0,0.0,0.0,0.0,-11.19,1.66,-3.86,-63.75,295.53,-250.15
0.0,0.0,0.0,0.0,0.0,-0.57,0.81,-0.2,-6.59,-0.18,-3.66,0.0,0.0,0.0,0.0,0.0,-12.08,0.93,-3.31,-225.43,254.27,-291.35
0.0,0.0,0.0,0.0,0.0,-0.57,0.81,-0.2,-6.59,-0.18,-3.66,0.0,0.0,0.0,0.0,0.0,-12.7,0.16,-2.92,-192.41,111.08,278.19
0.0,0.0,0.0,0.0,0.0,-0.57,0.81,-0.2,-6.59,-0.18,-3.66,0.0,0.0,0.0,0.0,0.0,-12.17,-1.0,-3.08,-180.45,-112.97,79.1
0.0,0.0,0.0,0.0,0.0,-0.57,0.81,-0.2,-6.59,-0.18,-3.66,0.0,0.0,0.0,0.0,0.0,-10.74,-0.35,-2.57,-307.59,-238.34,-42.17
0.0,0.0,0.0,0.0,0.0,-0.57,0.81,-0.2,-6.59,-0.18,-3.66,0.0,0.0,0.0,0.0,0.0,-9.82,-0.47,-2.99,-144.07,-193.6,-132.62
