L_F1,L_F2,L_F3,L_F4,L_F5,L_Ax,L_Ay,L_Az,L_Gx,L_Gy,L_Gz,R_F1,R_F2,R_F3,R_F4,R_F5,R_Ax,R_Ay,R_Az,R_Gx,R_Gy,R_Gz
0.0,152.0,0.0,241.0,0.0,-0.39,0.78,-0.46,-0.42,-1.28,-1.28,0.0,0.0,0.0,0.0,0.0,-0.61,-3.65,-7.25,-19.83,-20.38,-5.0
0.0,267.0,0.0,181.0,0.0,-0.41,0.83,-0.47,-5.43,0.85,-1.46,0.0,0.0,0.0,0.0,0.0,-0.69,-3.85,-6.95,109.86,-19.89,0.85
0.0,307.0,0.0,195.0,0.0,-0.4,0.86,-0.48,-8.78,7.56,3.96,0.0,0.0,0.0,0.0,0.0,-0.67,-3.41,-6.99,-43.57,28.25,-5.43
0.0,420.0,110.0,296.0,0.0,-0.57,1.09,-0.43,-11.1,7.26,8.36,0.0,0.0,0.0,0.0,0.0,-0.75,-3.75,-6.94,-88.98,28.32,-10.74
0.0,472.0,254.0,318.0,0.0,-0.59,1.25,-0.33,-4.63,7.2,22.46,0.0,0.0,0.0,0.0,0.0,-0.78,-3.93,-7.05,-0.79,-4.21,-9.7
0.0,609.0,344.0,353.0,0.0,-0.81,1.3,-0.27,18.55,-3.17,53.52,0.0,0.0,0.0,0.0,0.0,-0.67,-3.84,-7.01,52.0,-23.43,-9.76
0.0,647.0,474.0,481.0,0.0,-0.88,1.32,-0.21,8.85,-34.17,83.8,0.0,0.0,0.0,0.0,0.0,-0.7,-3.56,-7.16,-14.52,5.98,-13.73
0.0,803.0,582.0,553.0,1.0,-0.77,1.2,-0.25,2.74,-57.31,86.97,0.0,0.0,0.0,0.0,0.0,-0.71,-3.83,-7.03,-41.32,64.57,-34.97
0.0,877.0,711.0,636.0,220.0,-0.75,1.04,-0.28,28.68,-74.7,94.66,0.0,0.0,0.0,0.0,0.0,-0.71,-4.0,-6.98,-55.54,58.53,-59.99
0.0,938.0,810.0,716.0,416.0,-0.66,1.01,-0.27,46.87,-81.66,106.32,0.0,0.0,0.0,0.0,0.0,-0.74,-4.51,-6.99,-42.54,36.19,-84.35
0.0,967.0,881.0,779.0,536.0,-0.69,0.96,-0.39,32.89,-75.62,118.71,0.0,0.0,0.0,0.0,0.0,-0.86,-4.96,-7.27,-43.57,33.93,-131.59
0.0,1000.0,925.0,780.0,702.0,-1.09,1.13,-0.52,12.57,-68.48,119.38,0.0,0.0,0.0,0.0,0.0,-1.07,-5.86,-7.2,-166.07,49.98,-202.08
0.0,1000.0,953.0,859.0,818.0,-0.47,0.7,-0.35,28.25,-84.96,111.87,0.0,0.0,0.0,0.0,0.0,-1.47,-6.14,-7.36,-287.29,103.51,-278.93
0.0,1000.0,990.0,959.0,919.0,-0.5,0.61,-0.46,36.31,-117.49,99.12,0.0,0.0,0.0,0.0,0.0,-2.57,-7.64,-7.5,296.97,155.27,172.27
0.0,1000.0,999.0,1000.0,952.0,-0.48,0.72,-0.71,47.24,-119.99,101.92,0.0,0.0,0.0,0.0,0.0,-2.76,-8.9,-7.74,-306.33,129.39,68.94
