L_F1,L_F2,L_F3,L_F4,L_F5,L_Ax,L_Ay,L_Az,L_Gx,L_Gy,L_Gz,R_F1,R_F2,R_F3,R_F4,R_F5,R_Ax,R_Ay,R_Az,R_Gx,R_Gy,R_Gz
0.0,0.0,0.0,0.0,0.0,0.09,0.61,-0.79,-0.42,0.3,-0.79,0.0,0.0,0.0,0.0,0.0,1.02,-1.18,-7.66,225.15,-215.33,-66.34
0.0,0.0,0.0,0.0,0.0,0.1,0.67,-0.82,5.92,8.42,7.14,0.0,0.0,0.0,0.0,0.0,1.09,-1.15,-7.63,82.03,-135.43,-92.89
0.0,0.0,0.0,0.0,0.0,0.13,0.76,-0.84,10.98,13.67,12.63,0.0,0.0,0.0,0.0,0.0,1.02,-1.18,-7.87,-77.45,-87.46,-84.53
0.0,0.0,0.0,0.0,0.0,0.15,0.86,-0.93,21.85,31.49,24.96,0.0,0.0,0.0,0.0,0.0,1.02,-1.66,-8.08,-98.02,-61.34,-61.64
0.0,0.0,0.0,0.0,0.0,0.08,1.04,-1.03,42.05,53.34,47.36,0.0,0.0,0.0,0.0,0.0,1.2,-1.82,-8.14,-51.02,-35.27,-42.72
0.0,0.0,0.0,0.0,0.0,0.04,1.23,-1.06,40.1,64.81,70.0,0.0,0.0,0.0,0.0,0.0,1.18,-1.83,-8.41,-21.24,11.71,-55.17
0.0,0.0,0.0,0.0,0.0,0.05,1.31,-1.07,19.71,73.73,98.14,0.0,0.0,0.0,0.0,0.0,1.4,-2.16,-8.73,-57.86,34.79,-66.77
0.0,0.0,0.0,0.0,0.0,0.03,1.31,-1.08,4.63,92.1,122.98,0.0,0.0,0.0,0.0,0.0,1.83,-2.9,-9.0,-151.0,116.02,-83.19
0.0,0.0,0.0,0.0,0.0,-0.03,1.18,-0.98,7.5,116.76,146.42,0.0,0.0,0.0,0.0,0.0,1.68,-3.49,-9.6,-239.44,300.41,-145.93
0.0,0.0,0.0,0.0,0.0,-0.18,1.07,-0.89,23.19,132.32,165.52,0.0,2.0,0.0,0.0,0.0,1.74,-4.44,-10.45,-291.8,-188.14,-258.42
0.0,0.0,0.0,0.0,0.0,-0.37,0.95,-0.71,39.06,113.95,184.93,0.0,0.0,0.0,0.0,0.0,2.15,-4.99,-11.1,-280.82,-13.34,284.64
0.0,0.0,0.0,0.0,0.0,-0.39,0.87,-0.64,29.54,83.86,199.7,0.0,4.0,0.0,0.0,0.0,0.92,-5.42,-10.27,251.43,168.61,183.44
0.0,0.0,0.0,0.0,0.0,-0.43,0.86,-0.59,14.34,69.64,198.42,0.0,13.0,0.0,0.0,0.0,0.0,-5.87,-11.16,177.64,-183.83,36.83
0.0,0.0,0.0,0.0,0.0,-0.55,0.81,-0.52,15.62,56.21,193.6,0.0,25.0,0.0,0.0,0.0,-0.33,-5.23,-10.63,313.38,-91.12,-42.69
0.0,0.0,0.0,12.0,0.0,-0.47,0.79,-0.46,9.88,43.02,195.31,0.0,20.0,0.0,0.0,0.0,-1.38,-5.15,-9.03,270.17,-53.34,-155.06
0.0,0.0,0.0,12.0,0.0,-0.38,0.78,-0.47,0.48,34.6,213.43,0.0,20.0,0.0,0.0,0.0,-1.57,-4.66,-8.67,-187.01,-74.34,-312.29
0.0,0.0,0.0,0.0,0.0,-0.38,0.74,-0.35,11.65,37.78,229.12,0.0,26.0,0.0,0.0,0.0,-0.38,-2.91,-8.03,122.55,-156.12,184.44
0.0,0.0,0.0,1.0,0.0,-0.35,0.51,-0.43,29.9,35.94,233.21,0.0,26.0,0.0,0.0,0.0,-1.52,-3.73,-7.26,149.35,-249.02,108.7
0.0,0.0,0.0,18.0,0.0,-0.4,0.41,-0.36,10.43,10.0,228.21,0.0,50.0,0.0,0.0,0.0,-4.31,-3.65,-6.61,167.29,-265.31,46.87
0.0,0.0,0.0,21.0,0.0,-0.33,0.26,-0.35,-48.27,-30.7,223.26,0.0,45.0,0.0,0.0,0.0,-3.35,-2.61,-5.98,80.01,-241.76,1.7
0.0,0.0,31.0,15.0,0.0,-0.39,0.2,-0.4,-89.35,-42.35,197.02,0.0,57.0,0.0,0.0,0.0,1.51,-2.17,-6.65,-155.76,204.74,27.85
0.0,0.0,73.0,17.0,0.0,-0.25,0.0,-0.48,-71.59,-28.44,181.09,0.0,52.0,0.0,0.0,0.0,0.19,-2.7,-3.78,-156.61,-223.08,-177.74
0.0,0.0,80.0,16.0,0.0,-0.26,-0.11,-0.56,-60.54,-20.01,172.85,0.0,50.0,0.0,0.0,0.0,-2.5,-1.44,-6.46,218.68,-36.68,-188.48
0.0,0.0,85.0,16.0,0.0,-0.32,-0.2,-0.64,-38.14,-11.41,159.79,0.0,58.0,0.0,0.0,0.0,-2.91,-0.76,-6.11,231.99,-196.22,-81.79
0.0,0.0,98.0,32.0,0.0,-0.27,-0.29,-0.69,-19.04,10.37,142.02,0.0,90.0,0.0,0.0,0.0,-2.98,-0.71,-4.68,183.34,-326.41,-99.86
0.0,0.0,97.0,20.0,0.0,-0.3,-0.29,-0.7,8.54,27.95,122.13,0.0,104.0,70.0,0.0,0.0,-2.27,-0.21,-3.25,16.96,280.12,-14.04
0.0,0.0,92.0,32.0,0.0,-0.41,-0.33,-0.69,21.3,35.03,101.37,0.0,110.0,91.0,0.0,0.0,-3.26,2.42,-4.72,45.71,273.1,82.82
0.0,0.0,86.0,33.0,0.0,-0.35,-0.31,-0.62,42.23,26.36,88.25,0.0,63.0,90.0,0.0,0.0,-4.05,0.62,-3.25,87.95,-44.4,187.86
0.0,0.0,84.0,35.0,0.0,-0.43,-0.18,-0.85,-4.51,32.34,65.79,0.0,47.0,85.0,0.0,0.0,-3.7,2.5,-2.71,218.68,-156.4,-289.34
0.0,0.0,97.0,40.0,0.0,-0.55,-0.41,-0.65,-12.57,9.82,46.81,0.0,25.0,70.0,0.0,0.0,-3.51,0.93,-3.43,156.43,-126.98,-215.18
0.0,0.0,60.0,41.0,0.0,-0.51,-0.17,-0.76,7.01,23.68,37.96,0.0,30.0,83.0,0.0,0.0,-3.59,3.05,-4.03,116.39,-265.66,-86.46
0.0,0.0,55.0,80.0,0.0,-0.64,-0.12,-1.0,14.77,28.62,17.63,0.0,30.0,73.0,0.0,0.0,-6.84,-0.04,-2.02,-243.83,230.34,77.18
0.0,0.0,35.0,80.0,27.0,-0.73,-0.19,-0.87,17.76,16.66,11.9,0.0,35.0,92.0,0.0,0.0,-2.38,4.16,-0.69,-106.01,83.8,-315.24
0.0,0.0,33.0,81.0,31.0,-0.64,-0.3,-0.73,4.45,-0.79,2.8,0.0,35.0,113.0,0.0,0.0,-3.77,4.66,-4.98,121.03,282.89,-243.04
0.0,0.0,33.0,82.0,32.0,-0.76,-0.09,-0.66,7.81,-10.31,-3.35,0.0,35.0,128.0,0.0,0.0,-4.14,4.87,-5.36,131.1,247.55,-254.21
0.0,0.0,33.0,82.0,20.0,-0.7,-0.05,-0.57,13.36,-1.34,-1.83,0.0,40.0,0.0,0.0,0.0,-5.66,0.7,-4.51,0.0,0.0,0.0
0.0,0.0,47.0,80.0,0.0,-0.76,-0.03,-0.62,6.95,-5.37,-1.34,0.0,36.0,5.0,0.0,1.0,-5.98,2.28,-4.24,42.41,-44.86,-33.08
0.0,0.0,53.0,92.0,19.0,-0.83,-0.02,-0.7,7.93,-7.01,12.51,0.0,30.0,4.0,0.0,0.0,-6.41,1.45,-5.1,23.19,-35.27,-17.7
0.0,0.0,54.0,93.0,21.0,-0.8,-0.07,-0.65,7.93,-5.06,18.12,0.0,36.0,4.0,0.0,0.0,-6.48,1.96,-5.12,36.37,42.78,-62.86
0.0,0.0,54.0,95.0,27.0,-0.78,-0.05,-0.64,1.95,-6.04,20.38,0.0,47.0,0.0,0.0,0.0,-6.28,1.8,-4.32,89.78,93.81,-109.06
0.0,0.0,57.0,95.0,28.0,-0.81,-0.08,-0.71,-10.68,-5.85,16.35,0.0,50.0,0.0,0.0,0.0,-6.34,2.21,-4.46,26.91,118.95,-114.56
0.0,0.0,48.0,96.0,38.0,-0.73,-0.11,-0.67,-3.29,-3.96,14.95,0.0,51.0,0.0,0.0,0.0,-6.33,2.85,-5.2,41.19,97.35,-78.55
0.0,0.0,40.0,93.0,34.0,-0.7,-0.12,-0.68,2.07,-0.48,9.58,0.0,50.0,4.0,0.0,0.0,-6.34,2.85,-4.57,41.32,86.18,-78.85
0.0,0.0,45.0,95.0,34.0,-0.71,-0.13,-0.66,-2.5,-3.05,2.92,0.0,51.0,0.0,0.0,0.0,-6.52,2.78,-4.35,56.51,41.19,-62.37
0.0,0.0,40.0,96.0,39.0,-0.73,-0.12,-0.66,-1.09,0.48,-2.19,0.0,58.0,5.0,0.0,0.0,-6.17,2.65,-4.02,66.89,47.48,-70.98
0.0,0.0,0.0,97.0,58.0,-0.74,-0.09,-0.64,-0.12,1.46,-7.93,0.0,63.0,4.0,0.0,0.0,-6.19,2.53,-4.28,7.32,34.6,-38.63
0.0,0.0,0.0,95.0,58.0,-0.71,-0.15,-0.66,3.6,4.69,-13.67,0.0,63.0,4.0,0.0,0.0,-6.33,2.53,-4.31,-14.89,16.66,-9.09
0.0,0.0,0.0,61.0,57.0,-0.71,-0.19,-0.67,4.08,3.9,-19.34,0.0,73.0,4.0,0.0,0.0,-7.05,1.28,-4.64,35.33,17.82,-34.91
0.0,0.0,28.0,52.0,52.0,-0.63,-0.29,-0.74,-3.54,-0.42,-26.48,0.0,83.0,4.0,0.0,0.0,-6.23,2.12,-5.22,33.14,27.95,8.78
0.0,0.0,38.0,52.0,46.0,-0.62,-0.32,-0.73,-21.66,-11.1,-42.66,0.0,89.0,0.0,0.0,0.0,-6.21,2.27,-4.93,-15.62,2.01,26.91
0.0,0.0,45.0,40.0,39.0,-0.93,-0.73,-1.07,9.46,3.23,-52.85,0.0,92.0,0.0,0.0,1.0,-6.17,2.24,-4.43,-15.25,18.24,32.71
0.0,0.0,41.0,31.0,0.0,-0.4,-0.29,-0.86,-21.6,-7.2,-68.66,0.0,100.0,0.0,0.0,0.0,-6.37,2.06,-4.68,4.33,22.7,21.72
0.0,0.0,34.0,0.0,0.0,-0.41,-0.26,-0.86,-36.98,-10.98,-102.23,0.0,111.0,0.0,0.0,0.0,-6.33,2.18,-4.56,-1.03,25.57,-0.42
0.0,0.0,0.0,0.0,0.0,-0.32,-0.12,-0.85,-48.64,-6.65,-120.84,0.0,115.0,0.0,0.0,0.0,-6.22,2.16,-4.64,11.47,13.42,23.25
