L_F1,L_F2,L_F3,L_F4,L_F5,L_Ax,L_Ay,L_Az,L_Gx,L_Gy,L_Gz,R_F1,R_F2,R_F3,R_F4,R_F5,R_Ax,R_Ay,R_Az,R_Gx,R_Gy,R_Gz
0.0,382.0,0.0,119.0,0.0,0.27,0.7,-0.67,-1.09,-0.18,-1.34,0.0,0.0,0.0,0.0,0.0,1.71,-0.5,-9.35,213.31,318.54,179.32
0.0,280.0,0.0,121.0,0.0,0.27,0.7,-0.66,-1.46,-0.18,-1.03,0.0,46.0,0.0,0.0,0.0,1.14,-0.32,-9.85,146.54,-203.52,214.53
0.0,381.0,0.0,119.0,0.0,0.27,0.7,-0.66,-1.09,-0.79,-1.28,0.0,68.0,0.0,0.0,0.0,1.57,-0.57,-9.83,108.39,-61.37,254.15
0.0,273.0,0.0,78.0,0.0,0.18,0.74,-0.69,-1.34,-0.54,6.1,0.0,105.0,0.0,0.0,0.0,1.66,-0.16,-9.38,60.36,80.47,246.45
0.0,386.0,0.0,81.0,0.0,0.28,0.7,-0.66,-5.79,-0.79,0.97,0.0,116.0,0.0,0.0,0.0,2.36,-0.09,-9.49,62.43,168.73,269.4
0.0,280.0,0.0,82.0,0.0,0.27,0.7,-0.64,-1.46,-0.91,3.05,0.0,120.0,0.0,0.0,0.0,1.25,-1.24,-9.99,223.87,149.99,213.98
0.0,384.0,0.0,78.0,0.0,0.28,0.69,-0.66,-2.56,-2.31,-0.18,0.0,128.0,0.0,0.0,0.0,0.58,-1.87,-9.75,-189.73,123.75,206.72
0.0,384.0,0.0,81.0,0.0,0.3,0.69,-0.69,0.12,3.41,-1.09,0.0,154.0,0.0,0.0,0.0,1.31,-0.68,-10.4,49.71,176.06,190.55
0.0,279.0,0.0,81.0,0.0,0.27,0.69,-0.68,0.85,7.14,-0.97,0.0,146.0,0.0,0.0,0.0,0.8,-0.24,-9.99,-16.45,236.91,147.39
0.0,279.0,0.0,81.0,0.0,0.27,0.69,-0.68,0.85,7.14,-0.97,0.0,168.0,0.0,0.0,0.0,-0.11,0.64,-9.96,-271.39,261.02,151.42
0.0,279.0,0.0,81.0,0.0,0.27,0.69,-0.68,0.85,7.14,-0.97,0.0,173.0,0.0,0.0,0.0,-0.24,0.56,-10.2,215.2,285.74,111.63
0.0,279.0,0.0,81.0,0.0,0.27,0.69,-0.68,0.85,7.14,-0.97,0.0,180.0,0.0,0.0,0.0,-0.57,0.47,-9.5,69.27,-313.23,98.02
0.0,279.0,0.0,81.0,0.0,0.27,0.69,-0.68,0.85,7.14,-0.97,0.0,184.0,0.0,0.0,0.0,-1.17,0.31,-10.03,114.62,-268.73,69.15
0.0,279.0,0.0,81.0,0.0,0.27,0.69,-0.68,0.85,7.14,-0.97,0.0,184.0,0.0,0.0,0.0,-1.5,0.06,-9.93,177.85,-109.37,91.06
0.0,279.0,0.0,81.0,0.0,0.27,0.69,-0.68,0.85,7.14,-0.97,9.0,181.0,0.0,13.0,19.0,-1.52,0.44,-8.95,252.62,-8.72,56.88
0.0,279.0,0.0,81.0,0.0,0.27,0.69,-0.68,0.85,7.14,-0.97,148.0,173.0,0.0,138.0,127.0,-1.89,0.44,-8.78,-294.22,100.04,112.36
